CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
CUST_000144,Male,20,56,64
CUST_000145,Female,38,69,44
CUST_000146,Female,52,81,84
CUST_000147,Female,34,74,31
CUST_000148,Male,32,57,94
CUST_000149,Female,24,53,2
CUST_000150,Male,38,51,98
CUST_000151,Male,21,25,2
CUST_000152,Male,37,43,60
CUST_000153,Male,32,72,2
CUST_000154,Male,34,87,38
CUST_000155,Female,46,50,98
CUST_000156,Male,27,45,100
CUST_000157,Female,43,49,61
CUST_000158,Male,53,68,65
CUST_000159,Female,55,57,90
CUST_000160,Female,47,50,89
CUST_000161,Female,57,105,66
CUST_000162,Female,38,39,78
CUST_000163,Male,39,60,56
CUST_000164,Male,20,68,35
CUST_000165,Male,64,78,97
CUST_000166,Female,57,61,68
CUST_000167,Female,34,37,6
CUST_000168,Female,60,43,37
CUST_000169,Male,46,59,21
CUST_000170,Male,18,83,6
CUST_000171,Female,23,105,21
CUST_000172,Female,36,68,85
CUST_000173,Female,44,93,46
CUST_000174,Female,69,20,20
CUST_000175,Male,37,38,65
CUST_000176,Female,18,51,74
CUST_000177,Female,62,67,74
CUST_000178,Female,34,86,48
CUST_000179,Male,56,38,66
CUST_000180,Male,57,67,22
CUST_000181,Female,53,59,9
CUST_000182,Male,63,43,41
CUST_000183,Male,66,69,19
CUST_000184,Male,52,69,13
CUST_000185,Male,23,66,80
CUST_000186,Male,34,96,64
CUST_000187,Male,23,67,38
CUST_000188,Female,49,60,23
CUST_000189,Female,24,67,51
CUST_000190,Male,22,83,89
CUST_000191,Male,43,92,67
CUST_000192,Male,30,92,97
CUST_000193,Male,39,83,2
CUST_000194,Female,32,76,72
CUST_000195,Male,37,45,8
CUST_000196,Female,39,22,78
CUST_000197,Male,49,15,16
CUST_000198,Female,22,48,25
CUST_000199,Female,42,34,31
CUST_000200,Male,48,49,53
CUST_000201,Male,43,65,84
CUST_000202,Female,27,77,5
CUST_000203,Female,19,30,24
CUST_000204,Female,23,48,53
CUST_000205,Male,35,34,70
CUST_000206,Male,37,68,97
CUST_000207,Female,39,46,4
CUST_000208,Male,30,46,56
CUST_000209,Female,64,38,99
CUST_000210,Male,67,67,19
CUST_000211,Male,60,15,10
CUST_000212,Female,46,69,80
CUST_000213,Male,58,75,10
CUST_000214,Male,69,26,47
CUST_000215,Female,20,62,22
CUST_000216,Male,48,58,17
CUST_000217,Female,46,38,75
CUST_000218,Male,48,48,97
CUST_000219,Female,52,62,84
CUST_000220,Male,47,48,16
CUST_000221,Male,22,96,47
CUST_000222,Male,42,36,69
CUST_000223,Female,58,35,81
CUST_000224,Male,51,34,76
CUST_000225,Female,53,79,41
CUST_000226,Female,27,22,33
CUST_000227,Female,26,66,76
CUST_000228,Female,24,79,8
CUST_000229,Male,63,68,78
CUST_000230,Female,53,50,90
CUST_000231,Male,69,72,93
CUST_000232,Female,35,40,4
CUST_000233,Female,59,37,50
CUST_000234,Female,56,79,99
CUST_000235,Male,37,40,8
CUST_000236,Female,68,42,77
CUST_000237,Male,54,21,73
CUST_000238,Male,52,59,60
CUST_000239,Male,66,47,68
CUST_000240,Male,51,54,58
CUST_000241,Male,28,66,41
CUST_000242,Female,26,82,63
CUST_000243,Female,36,69,76
CUST_000244,Male,33,31,48
CUST_000245,Male,22,51,17
CUST_000246,Male,50,96,37
CUST_000247,Female,28,84,16
CUST_000248,Female,55,81,23
CUST_000249,Male,47,28,93
CUST_000250,Female,51,63,51
CUST_000251,Female,42,74,29
CUST_000252,Male,66,63,24
CUST_000253,Male,37,87,58
CUST_000254,Female,63,71,17
CUST_000255,Female,36,72,46
CUST_000256,Male,39,70,30
CUST_000257,Female,24,56,2
CUST_000258,Male,29,82,96
CUST_000259,Female,44,86,22
CUST_000260,Female,43,76,40
CUST_000261,Female,67,77,79
CUST_000262,Male,45,77,21
CUST_000263,Female,39,66,35
CUST_000264,Male,61,92,25
CUST_000265,Female,57,76,89
CUST_000266,Female,20,15,39
CUST_000267,Female,37,59,5
CUST_000268,Female,66,55,77
CUST_000269,Male,61,35,1
CUST_000270,Female,46,69,34
CUST_000271,Female,21,55,49
CUST_000272,Female,48,33,95
CUST_000273,Male,20,53,20
CUST_000274,Male,66,35,12
CUST_000275,Male,35,50,57
CUST_000276,Female,61,70,53
CUST_000277,Male,28,36,55
CUST_000278,Male,65,55,6
CUST_000279,Male,51,46,34
CUST_000280,Male,61,64,66
CUST_000281,Male,38,32,24
CUST_000282,Male,39,49,8
CUST_000283,Male,31,61,54
CUST_000284,Female,42,62,72
CUST_000285,Male,69,95,21
CUST_000286,Male,57,58,14
CUST_000287,Female,59,32,61
CUST_000288,Male,35,48,10
CUST_000289,Male,65,65,9
CUST_000290,Female,21,34,57
CUST_000291,Male,24,61,74
CUST_000292,Male,19,53,42
CUST_000293,Female,26,62,86
CUST_000294,Female,38,15,50
CUST_000295,Male,23,77,52
CUST_000296,Female,54,55,66
CUST_000297,Male,30,53,73
CUST_000298,Male,54,60,4
CUST_000299,Male,24,49,40
CUST_000300,Male,32,61,97
CUST_000301,Female,38,43,83
CUST_000302,Male,57,41,38
CUST_000303,Female,36,60,75
CUST_000304,Male,19,65,75
CUST_000305,Female,24,90,90
CUST_000306,Female,40,59,16
CUST_000307,Male,52,57,57
CUST_000308,Female,36,50,53
CUST_000309,Female,61,67,79
CUST_000310,Female,49,44,80
CUST_000311,Female,55,60,60
CUST_000312,Male,48,68,80
CUST_000313,Female,43,44,9
CUST_000314,Female,35,17,21
CUST_000315,Male,42,48,77
CUST_000316,Female,21,106,49
CUST_000317,Female,60,59,9
CUST_000318,Female,69,54,28
CUST_000319,Female,34,66,21
CUST_000320,Female,38,30,19
CUST_000321,Male,69,70,20
CUST_000322,Male,51,76,96
CUST_000323,Female,66,56,94
CUST_000324,Male,38,26,24
CUST_000325,Male,44,44,44
CUST_000326,Female,49,99,50
CUST_000327,Female,43,54,52
CUST_000328,Male,31,73,62
CUST_000329,Male,32,25,58
CUST_000330,Female,60,34,31
CUST_000331,Female,63,56,42
CUST_000332,Male,53,36,64
CUST_000333,Female,32,49,58
CUST_000334,Female,22,56,96
CUST_000335,Male,58,72,73
CUST_000336,Male,22,15,72
CUST_000337,Female,40,53,70
CUST_000338,Male,34,77,37
CUST_000339,Male,46,66,66
CUST_000340,Male,38,48,81
CUST_000341,Male,38,45,90
CUST_000342,Female,39,42,91
CUST_000343,Female,65,68,62
CUST_000344,Female,30,59,55
CUST_000345,Female,23,72,77
CUST_000346,Female,69,71,24
CUST_000347,Male,48,37,72
CUST_000348,Female,21,93,56
CUST_000349,Female,18,91,61
CUST_000350,Male,52,81,100
CUST_000351,Female,56,62,76
CUST_000352,Male,57,37,7
CUST_000353,Male,45,21,23
CUST_000354,Male,32,22,45
CUST_000355,Female,26,65,19
CUST_000356,Male,20,46,64
CUST_000357,Female,20,62,69
CUST_000358,Female,44,57,80
CUST_000359,Female,48,80,23
CUST_000360,Female,27,38,67
CUST_000361,Female,32,39,70
CUST_000362,Female,66,69,37
CUST_000363,Male,68,70,67
CUST_000364,Female,34,67,18
CUST_000365,Male,33,62,72
CUST_000366,Male,38,90,35
CUST_000367,Male,48,75,3
CUST_000368,Male,33,48,1
CUST_000369,Female,38,57,47
CUST_000370,Male,45,66,39
CUST_000371,Male,38,31,53
CUST_000372,Female,25,59,29
CUST_000373,Female,69,74,75
CUST_000374,Male,55,60,68
CUST_000375,Male,37,51,98
CUST_000376,Male,45,44,41
CUST_000377,Male,19,66,82
CUST_000378,Female,54,50,94
CUST_000379,Female,30,85,7
CUST_000380,Male,30,31,89
CUST_000381,Male,34,36,35
CUST_000382,Male,23,48,82
CUST_000383,Male,62,15,41
CUST_000384,Female,36,27,46
CUST_000385,Male,31,40,13
CUST_000386,Male,56,74,99
CUST_000387,Male,41,57,27
CUST_000388,Female,55,51,91
CUST_000389,Female,30,106,1
CUST_000390,Male,48,16,52
CUST_000391,Male,30,15,67
CUST_000392,Male,23,62,25
CUST_000393,Female,29,88,56
CUST_000394,Male,59,73,59
CUST_000395,Male,50,73,39
CUST_000396,Female,60,40,31
CUST_000397,Male,40,39,18
CUST_000398,Male,62,83,50
CUST_000399,Male,27,55,94
CUST_000400,Female,23,27,10
CUST_000401,Male,58,47,92
CUST_000402,Male,29,55,21
CUST_000403,Female,64,29,67
CUST_000404,Male,18,57,61
CUST_000405,Female,40,70,85
CUST_000406,Female,33,18,38
CUST_000407,Male,35,60,42
CUST_000408,Male,20,52,65
CUST_000409,Female,27,105,69
CUST_000410,Male,20,63,36
CUST_000411,Female,61,56,3
CUST_000412,Female,53,81,73
CUST_000413,Male,32,77,100
CUST_000414,Female,25,48,80
CUST_000415,Male,45,64,5
CUST_000416,Male,20,52,73
CUST_000417,Female,56,55,5
CUST_000418,Male,26,91,88
CUST_000419,Female,45,59,68
CUST_000420,Male,63,58,56
CUST_000421,Female,38,22,68
CUST_000422,Female,39,29,12
CUST_000423,Female,55,71,60
CUST_000424,Male,38,46,44
CUST_000425,Female,38,18,100
CUST_000426,Male,39,66,73
CUST_000427,Male,40,75,6
CUST_000428,Male,49,74,85
CUST_000429,Male,21,89,71
CUST_000430,Female,26,55,63
CUST_000431,Female,44,56,36
CUST_000432,Male,40,36,3
CUST_000433,Female,65,37,51
CUST_000434,Female,51,43,71
CUST_000435,Female,37,44,85
CUST_000436,Male,55,31,100
CUST_000437,Female,24,54,81
CUST_000438,Female,43,94,56
CUST_000439,Female,55,56,59
CUST_000440,Female,34,86,8
CUST_000441,Male,53,64,59
CUST_000442,Male,66,55,33
CUST_000443,Female,64,75,25
CUST_000444,Male,23,24,10
CUST_000445,Male,65,68,45
CUST_000446,Female,64,20,21
CUST_000447,Female,66,55,21
CUST_000448,Female,44,29,6
CUST_000449,Male,24,25,8
CUST_000450,Female,50,71,89
CUST_000451,Male,26,67,68
CUST_000452,Male,29,62,63
CUST_000453,Male,56,78,83
CUST_000454,Male,42,63,80
CUST_000455,Male,38,56,15
CUST_000456,Male,44,15,55
CUST_000457,Male,40,43,8
CUST_000458,Female,36,95,21
CUST_000459,Male,45,77,100
CUST_000460,Female,18,59,75
CUST_000461,Female,27,87,29
CUST_000462,Female,46,40,62
CUST_000463,Male,45,63,83
CUST_000464,Female,39,70,8
CUST_000465,Male,50,65,32
CUST_000466,Male,54,42,29
CUST_000467,Male,34,63,42
CUST_000468,Female,20,78,30
CUST_000469,Male,43,86,93
CUST_000470,Female,38,44,66
CUST_000471,Female,53,39,68
CUST_000472,Female,59,100,83
CUST_000473,Male,69,86,76
CUST_000474,Male,60,83,50
CUST_000475,Male,53,51,73
CUST_000476,Female,59,51,69
CUST_000477,Male,18,76,22
CUST_000478,Male,35,75,21
CUST_000479,Male,34,72,45
CUST_000480,Female,39,104,48
CUST_000481,Female,18,60,31
CUST_000482,Female,52,86,34
CUST_000483,Male,60,28,62
CUST_000484,Female,61,74,91
CUST_000485,Male,64,26,4
CUST_000486,Female,58,59,39
CUST_000487,Male,24,46,44
CUST_000488,Female,60,59,13
CUST_000489,Female,63,44,62
CUST_000490,Female,38,72,92
CUST_000491,Male,31,106,6
CUST_000492,Male,41,68,97
CUST_000493,Male,62,87,97
CUST_000494,Male,24,91,83
CUST_000495,Female,62,36,72
CUST_000496,Female,46,25,59
CUST_000497,Female,62,42,90
CUST_000498,Female,29,59,90
CUST_000499,Male,33,49,12
CUST_000500,Female,37,85,47
CUST_000501,Female,39,52,27
CUST_000502,Male,68,78,87
CUST_000503,Male,23,42,4
CUST_000504,Male,41,84,37
CUST_000505,Female,32,79,63
CUST_000506,Female,32,93,90
CUST_000507,Male,50,59,82
CUST_000508,Female,32,80,98
CUST_000509,Female,27,81,80
CUST_000510,Male,60,61,51
CUST_000511,Male,23,58,61
CUST_000512,Female,51,70,93
CUST_000513,Female,49,55,43
CUST_000514,Male,67,72,11
CUST_000515,Female,50,49,8
CUST_000516,Male,27,39,64
CUST_000517,Male,39,33,42
CUST_000518,Female,59,88,40
CUST_000519,Male,60,50,8
CUST_000520,Male,27,67,7
CUST_000521,Female,37,76,9
CUST_000522,Female,67,51,2
CUST_000523,Female,28,97,89
CUST_000524,Male,58,90,33
CUST_000525,Female,54,35,86
CUST_000526,Female,18,15,75
CUST_000527,Female,35,53,80
CUST_000528,Male,54,65,19
CUST_000529,Female,29,73,84
CUST_000530,Female,65,56,7
CUST_000531,Female,61,79,32
CUST_000532,Male,44,15,13
CUST_000533,Male,31,70,75
CUST_000534,Male,51,64,12
CUST_000535,Male,40,81,99
CUST_000536,Male,51,91,63
CUST_000537,Female,25,78,27
CUST_000538,Male,54,55,11
CUST_000539,Male,65,44,59
CUST_000540,Female,31,93,55
CUST_000541,Male,54,57,29
CUST_000542,Female,19,88,59
CUST_000543,Male,61,32,56
CUST_000544,Male,24,93,89
CUST_000545,Male,28,60,46
CUST_000546,Male,56,41,44
CUST_000547,Male,33,50,26
CUST_000548,Female,55,23,4
CUST_000549,Female,44,52,91
CUST_000550,Female,60,47,59
CUST_000551,Female,21,62,80
CUST_000552,Male,45,108,65
CUST_000553,Female,32,71,17
CUST_000554,Female,67,70,85
CUST_000555,Female,23,80,61
CUST_000556,Female,30,72,80
CUST_000557,Male,58,59,29
CUST_000558,Male,69,35,86
CUST_000559,Male,33,70,17
CUST_000560,Male,22,86,2
CUST_000561,Male,65,58,92
CUST_000562,Female,38,68,12
CUST_000563,Male,55,76,76
CUST_000564,Male,66,56,21
CUST_000565,Female,24,61,46
CUST_000566,Male,64,74,83
CUST_000567,Female,32,56,8
CUST_000568,Female,69,92,22
CUST_000569,Male,18,34,94
CUST_000570,Male,38,61,6
CUST_000571,Male,32,39,39
CUST_000572,Female,43,60,88
CUST_000573,Male,26,57,92
CUST_000574,Male,21,41,10
CUST_000575,Female,37,46,54
CUST_000576,Male,63,47,81
CUST_000577,Male,40,44,32
CUST_000578,Male,45,55,85
CUST_000579,Male,68,51,26
CUST_000580,Female,56,81,34
CUST_000581,Male,33,45,27
CUST_000582,Female,52,42,74
CUST_000583,Male,33,33,24
CUST_000584,Female,38,95,36
CUST_000585,Female,35,81,59
CUST_000586,Female,21,47,65
CUST_000587,Male,22,72,27
CUST_000588,Female,67,47,97
CUST_000589,Female,65,59,26
CUST_000590,Female,48,104,78
CUST_000591,Female,57,91,79
CUST_000592,Male,42,54,27
CUST_000593,Female,56,83,26
CUST_000594,Male,30,64,44
CUST_000595,Male,66,50,1
CUST_000596,Female,30,43,21
CUST_000597,Female,49,82,68
CUST_000598,Female,55,75,99
CUST_000599,Male,18,67,59
CUST_000600,Female,61,55,73
CUST_000601,Female,50,82,73
CUST_000602,Male,45,20,97
CUST_000603,Male,23,15,64
CUST_000604,Male,46,58,4
CUST_000605,Male,51,68,79
CUST_000606,Male,21,43,33
CUST_000607,Female,21,50,61
CUST_000608,Male,52,59,86
CUST_000609,Female,47,61,69
CUST_000610,Male,55,29,78
CUST_000611,Male,50,45,45
CUST_000612,Male,67,73,54
CUST_000613,Female,36,81,26
CUST_000614,Male,55,40,82
CUST_000615,Female,41,93,25
CUST_000616,Female,52,31,40
CUST_000617,Male,53,38,48
CUST_000618,Female,43,70,29
CUST_000619,Female,19,15,62
CUST_000620,Male,69,59,85
CUST_000621,Female,45,64,18
CUST_000622,Male,53,41,40
CUST_000623,Male,21,16,41
CUST_000624,Male,31,57,51
CUST_000625,Female,63,69,28
CUST_000626,Female,48,77,86
CUST_000627,Female,38,41,35
CUST_000628,Male,33,87,87
CUST_000629,Female,50,62,72
CUST_000630,Female,29,15,53
CUST_000631,Male,18,41,73
CUST_000632,Male,58,38,29
CUST_000633,Male,45,108,18
CUST_000634,Male,32,68,7
CUST_000635,Female,36,15,100
CUST_000636,Male,41,46,22
CUST_000637,Female,44,75,29
CUST_000638,Male,64,50,19
CUST_000639,Male,66,38,4
CUST_000640,Female,43,23,12
CUST_000641,Male,60,89,76
CUST_000642,Male,56,41,32
CUST_000643,Female,52,49,41
CUST_000644,Male,57,46,64
CUST_000645,Female,42,42,100
CUST_000646,Female,31,78,93
CUST_000647,Male,39,68,32
CUST_000648,Female,54,94,73
CUST_000649,Male,69,42,87
CUST_000650,Female,55,39,80
CUST_000651,Female,28,74,15
CUST_000652,Male,53,37,90
CUST_000653,Female,26,63,25
CUST_000654,Female,20,41,67
CUST_000655,Male,30,65,82
CUST_000656,Male,57,56,75
CUST_000657,Female,48,88,40
CUST_000658,Male,26,66,66
CUST_000659,Male,57,59,1
CUST_000660,Female,64,48,13
CUST_000661,Female,49,42,6
CUST_000662,Female,53,39,52
CUST_000663,Female,37,34,32
CUST_000664,Male,54,51,33
CUST_000665,Male,67,52,67
CUST_000666,Female,32,42,14
CUST_000667,Male,18,82,37
CUST_000668,Male,58,57,99
CUST_000669,Male,21,35,63
CUST_000670,Male,57,59,22
CUST_000671,Male,62,35,58
CUST_000672,Female,31,90,83
CUST_000673,Female,64,84,99
CUST_000674,Male,58,63,70
CUST_000675,Male,59,21,3
CUST_000676,Male,38,90,72
CUST_000677,Male,20,57,28
CUST_000678,Male,18,78,31
CUST_000679,Female,34,82,96
CUST_000680,Male,45,99,94
CUST_000681,Male,24,61,12
CUST_000682,Female,62,54,31
CUST_000683,Male,26,46,83
CUST_000684,Female,36,72,8
CUST_000685,Female,27,73,60
CUST_000686,Male,64,51,81
CUST_000687,Male,31,58,11
CUST_000688,Male,51,35,71
CUST_000689,Female,36,77,64
CUST_000690,Female,41,29,22
CUST_000691,Male,34,67,19
CUST_000692,Male,57,57,38
CUST_000693,Female,43,72,80
CUST_000694,Male,45,56,92
CUST_000695,Female,49,69,29
CUST_000696,Male,69,43,54
CUST_000697,Male,58,48,69
CUST_000698,Female,53,65,13
CUST_000699,Male,40,46,81
CUST_000700,Male,34,75,60
CUST_000701,Female,32,25,36
CUST_000702,Male,49,59,39
CUST_000703,Female,40,27,78
CUST_000704,Female,28,69,67
CUST_000705,Female,29,67,75
CUST_000706,Male,18,79,45
CUST_000707,Female,27,56,23
CUST_000708,Male,67,48,52
CUST_000709,Female,35,95,55
CUST_000710,Male,19,71,17
CUST_000711,Male,33,63,78
CUST_000712,Female,44,44,26
CUST_000713,Male,21,60,72
CUST_000714,Male,40,78,29
CUST_000715,Male,53,75,24
CUST_000716,Male,42,70,59
CUST_000717,Female,55,78,53
CUST_000718,Male,21,72,93
CUST_000719,Male,51,59,16
CUST_000720,Female,36,15,87
CUST_000721,Female,66,46,73
CUST_000722,Male,64,75,96
CUST_000723,Female,60,53,99
CUST_000724,Female,44,91,84
CUST_000725,Female,66,94,8
CUST_000726,Female,64,80,15
CUST_000727,Male,25,21,13
CUST_000728,Male,33,88,36
CUST_000729,Female,53,69,40
CUST_000730,Female,42,45,32
CUST_000731,Male,55,64,21
CUST_000732,Female,36,74,19
CUST_000733,Male,41,53,26
CUST_000734,Male,22,43,92
CUST_000735,Female,64,55,12
CUST_000736,Female,54,68,24
CUST_000737,Male,42,76,65
CUST_000738,Female,64,58,85
CUST_000739,Male,48,29,83
CUST_000740,Male,24,69,17
CUST_000741,Female,53,88,44
CUST_000742,Female,44,65,8
CUST_000743,Male,38,16,37
CUST_000744,Female,63,58,95
CUST_000745,Male,29,59,53
CUST_000746,Male,36,61,88
CUST_000747,Male,62,48,49
CUST_000748,Female,54,63,63
CUST_000749,Female,32,79,40
CUST_000750,Male,51,15,41
CUST_000751,Male,43,43,35
CUST_000752,Female,63,47,93
CUST_000753,Female,18,73,92
CUST_000754,Female,54,78,41
CUST_000755,Male,46,84,12
CUST_000756,Female,38,56,79
CUST_000757,Male,44,64,19
CUST_000758,Female,24,97,90
CUST_000759,Male,66,49,56
CUST_000760,Male,25,52,26
CUST_000761,Female,28,93,95
CUST_000762,Male,58,57,53
CUST_000763,Male,54,69,18
CUST_000764,Female,52,80,57
CUST_000765,Male,58,54,63
CUST_000766,Male,34,58,45
CUST_000767,Female,41,66,23
CUST_000768,Male,49,66,36
CUST_000769,Male,57,64,93
CUST_000770,Female,47,87,63
CUST_000771,Male,61,67,61
CUST_000772,Female,47,83,78
CUST_000773,Female,32,46,96
CUST_000774,Female,63,51,80
CUST_000775,Male,37,77,26
CUST_000776,Male,33,53,18
CUST_000777,Female,39,31,6
CUST_000778,Male,42,37,10
CUST_000779,Male,52,33,79
CUST_000780,Female,30,77,50
CUST_000781,Male,45,67,47
CUST_000782,Male,26,69,100
CUST_000783,Male,38,56,64
CUST_000784,Male,46,68,96
CUST_000785,Female,42,58,3
CUST_000786,Female,61,53,64
CUST_000787,Male,51,31,95
CUST_000788,Male,39,75,56
CUST_000789,Female,58,25,14
CUST_000790,Male,64,57,40
CUST_000791,Female,26,45,84
CUST_000792,Female,47,41,77
CUST_000793,Female,21,44,35
CUST_000794,Female,26,43,51
CUST_000795,Female,43,56,69
CUST_000796,Female,61,81,61
CUST_000797,Female,24,95,12
CUST_000798,Male,23,46,92
CUST_000799,Female,37,79,54
CUST_000800,Female,31,44,46
CUST_000801,Male,34,28,62
CUST_000802,Female,62,75,39
CUST_000803,Male,65,51,67
CUST_000804,Male,27,80,58
CUST_000805,Male,33,67,31
CUST_000806,Female,57,58,32
CUST_000807,Male,58,48,6
CUST_000808,Male,25,56,16
CUST_000809,Male,25,65,52
CUST_000810,Male,66,79,10
CUST_000811,Male,48,44,40
CUST_000812,Male,33,54,89
CUST_000813,Male,40,98,67
CUST_000814,Male,51,45,70
CUST_000815,Male,26,103,26
CUST_000816,Male,42,87,3
CUST_000817,Male,69,49,3
CUST_000818,Female,34,64,98
CUST_000819,Female,67,75,27
CUST_000820,Female,58,56,42
CUST_000821,Male,50,68,15
CUST_000822,Female,57,102,39
CUST_000823,Female,44,35,50
CUST_000824,Male,50,68,75
CUST_000825,Male,65,71,9
CUST_000826,Male,31,60,51
CUST_000827,Male,27,70,54
CUST_000828,Male,51,47,35
CUST_000829,Male,44,42,96
CUST_000830,Female,35,47,22
CUST_000831,Female,38,105,30
CUST_000832,Male,40,97,41
CUST_000833,Female,38,68,37
CUST_000834,Male,36,40,13
CUST_000835,Male,57,59,39
CUST_000836,Male,23,65,3
CUST_000837,Female,32,59,92
CUST_000838,Female,34,32,32
CUST_000839,Male,61,70,48
CUST_000840,Female,64,57,3
CUST_000841,Male,57,53,93
CUST_000842,Male,30,25,15
CUST_000843,Male,50,80,76
CUST_000844,Female,41,68,61
CUST_000845,Male,35,35,86
CUST_000846,Male,28,92,16
CUST_000847,Male,67,72,39
CUST_000848,Female,58,45,49
CUST_000849,Female,58,76,9
CUST_000850,Male,35,67,84
CUST_000851,Female,39,48,53
CUST_000852,Female,26,74,2
CUST_000853,Female,60,65,16
CUST_000854,Female,40,66,32
CUST_000855,Male,28,55,57
CUST_000856,Female,21,15,49
CUST_000857,Male,38,54,18
CUST_000858,Female,32,95,100
CUST_000859,Female,58,49,12
CUST_000860,Male,46,67,76
CUST_000861,Male,48,56,100
CUST_000862,Male,34,91,13
CUST_000863,Female,38,76,11
CUST_000864,Male,24,66,65
CUST_000865,Female,25,74,55
CUST_000866,Female,57,77,61
CUST_000867,Male,59,34,4
CUST_000868,Female,30,32,61
CUST_000869,Female,26,51,66
CUST_000870,Male,19,46,38
